split,label,dataset,path
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009369_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009396_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009408_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009429_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009433_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009445_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009458_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009458_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009467_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009470_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009478_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009528_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009529_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009557_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009562_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009567_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009584_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009621_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009643_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009645_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009652_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009660_7.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009673_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009676_9.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009680_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009681_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009682_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009685_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009685_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009687_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009688_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009694_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009694_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009698_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009700_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009709_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009712_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009722_21.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009722_27.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009722_28.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009725_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009726_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009743_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009781_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009783_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009805_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009813_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009824_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009839_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009842_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009851_11.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009851_23.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009851_24.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009861_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009869_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009892_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009892_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009895_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009896_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009917_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009919_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009925_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009929_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009946_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009987_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_009995_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010016_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010030_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010031_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010047_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010055_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010057_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010073_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010091_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010098_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010099_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010101_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010104_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010112_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010112_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010120_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010120_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010123_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010127_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010135_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010155_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010156_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010161_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010162_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010163_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010168_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010169_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010178_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010185_5.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010187_10.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010187_11.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010187_9.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010195_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010202_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010203_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010206_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010232_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010240_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010242_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010259_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010260_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010287_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010290_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010294_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010295_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010298_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010301_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010303_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010318_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010328_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010329_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010332_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010341_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010348_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010350_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010351_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010355_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010358_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010385_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010393_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010401_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010402_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010403_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010404_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010434_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010457_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010460_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010463_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010466_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010468_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010482_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010487_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010494_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010498_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010505_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010507_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010536_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010544_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010556_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010558_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010559_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010559_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010561_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010563_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010567_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010569_13.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010570_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010570_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010570_5.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010571_11.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010573_5.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010576_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010581_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010589_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010589_7.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010595_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010601_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010608_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010610_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010622_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010624_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010626_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010628_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010628_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010637_7.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010637_8.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010639_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010643_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010644_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010644_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010645_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010648_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010668_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010674_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010676_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010678_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010681_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010682_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010688_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010688_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010689_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010690_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010694_10.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010694_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010694_7.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010697_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010698_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010699_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010699_12.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010699_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010699_4.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010699_9.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010705_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010706_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010710_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010715_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010716_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010720_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010721_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010739_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010746_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010755_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010760_6.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010761_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010762_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010763_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010764_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010778_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010783_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010787_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010790_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010802_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010803_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010808_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010810_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010810_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010821_8.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010827_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010828_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010834_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010839_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010840_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010843_1.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010843_5.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010844_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010849_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010854_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010863_0.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010864_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010868_3.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010874_2.jpg
train,military_vehicle,military_object_dataset,E:\Sentinel-X\Data\CNN\train\military_tank\military_object_dataset_010878_0.jpg
